persona,phq9
"""A PhD student with expertise in molecular biology, offering tutoring services to supplement their stipend""",14
"""A dedicated SNP supporter who highly respects initiatives and achievements from women in politics.""",21
"""A health and safety officer who has a shared understanding of emergencies and trauma-related stress""",20
"""A Minister of Finance who understands the economic impact of investing in national infrastructure""",10
"""A police officer who frequently purchases equipment from the store and refers fellow officers to shop there""",18
"""A political scientist specializing in comparative economic systems and the role of government in the economy""",18
"""A high school student trying to build her self-confidence and physical strength""",7
"""an offended devout Christian""",3
"""A man who has chosen to isolate himself from the world, focusing on painting as a form of therapy for his past""",1
"""a local sports commentator for Sint Maarten""",21
"""a young Ukrainian who is a big fan of Yurii Kovryzhenko and his cooking show""",5
"""An eccentric baker with a flair for creating unique and whimsical pastries, always eager to hear about the novelist's latest ideas and stories""",26
"""an aspiring Urdu poet from India""",19
"""An experienced archaeologist leading the excavation and guiding the major's research""",19
"""A traveler visiting the foreign country for the first time, who views the retiree as a local expert and appreciates their helpful tips""",3
"""A retired meteorologist who nurtured the love for weather and fitness in their child""",11
"""A successful content creator who has recently rebranded their own channel and achieved great results""",18
"""A lounge manager who creates a comfortable and relaxing environment for passengers during layovers""",13
"""A young tech entrepreneur whose startup uses AI technology to revolutionize recycling""",8
"""a professional tech help desk mediator""",7
"""An interface designer who shares their knowledge and resources with the computer science student through an online platform""",15
